dataset,backend,vector,index,serial,parallel,absDiff,relDiff
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",23,0.013718890026211739,0.015662802383303642,0.0019439123570919037,0.14169603760783883
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",24,0.013779855333268642,0.015501911751925945,0.0017220564186573029,0.12496912173669558
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",25,0.013590803369879723,0.0155013557523489,0.0019105523824691772,0.14057685410292897
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",26,0.013523643836379051,0.015651153400540352,0.0021275095641613007,0.15731777543846795
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",27,0.013804418966174126,0.01576862670481205,0.0019642077386379242,0.14228833125472007
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",28,0.013665570877492428,0.015602112747728825,0.0019365418702363968,0.14170954785547485
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",29,0.013619056902825832,0.015552898868918419,0.0019338419660925865,0.14199529232390032
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",30,0.013730923645198345,0.015478597022593021,0.0017476733773946762,0.12728010311278887
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",31,0.013492241501808167,0.015352034941315651,0.0018597934395074844,0.13784169511479941
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",32,0.013521955348551273,0.01555426511913538,0.0020323097705841064,0.15029703309897749
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",33,0.013591963797807693,0.015395143069326878,0.0018031792715191841,0.13266510258142586
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",34,0.013534765690565109,0.015422683209180832,0.0018879175186157227,0.13948653133550459
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",35,0.013785273768007755,0.015661263838410378,0.0018759900704026222,0.13608652987047204
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",36,0.01379774883389473,0.015435290522873402,0.001637541688978672,0.11868180155272753
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",37,0.013604252599179745,0.015409840270876884,0.0018055876716971397,0.13272229830589929
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",38,0.013594784773886204,0.015728956088423729,0.0021341713145375252,0.15698456062629162
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",39,0.013473776169121265,0.01529558002948761,0.0018218038603663445,0.1352110824389002
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",40,0.013495074585080147,0.015404814854264259,0.0019097402691841125,0.1415138728685115
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",41,0.013474768958985806,0.015388293191790581,0.0019135242328047752,0.1420079437821247
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",42,0.013572974130511284,0.015489084646105766,0.0019161105155944824,0.14117101360174064
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",43,0.013543686829507351,0.015621380880475044,0.0020776940509676933,0.15340682910956449
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",44,0.013416158966720104,0.015198934823274612,0.0017827758565545082,0.13288273200823214
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",45,0.013424379751086235,0.015414792113006115,0.0019904123619198799,0.14826847860578626
